age,cardmon,cardten,carvalue,commutetime,creddebt,debtinc,ed,equipmon,equipten,hourstv,income,lncreddebt,lninc,lnlongmon,lnlongten,lnothdebt,longmon,longten,othdebt,pets,pets_birds,pets_cats,pets_dogs,pets_freshfish,pets_reptiles,pets_saltfish,pets_small,reside,spoused,tenure,tollmon,tollten,wiremon,wireten,gender_1.0,edcat_2.0,edcat_3.0,edcat_4.0,edcat_5.0,employ_1.0,employ_2.0,employ_3.0,employ_4.0,employ_5.0,employ_6.0,employ_7.0,employ_8.0,employ_9.0,employ_10.0,employ_11.0,employ_12.0,employ_13.0,employ_14.0,employ_15.0,employ_16.0,employ_17.0,employ_18.0,employ_19.0,employ_20.0,employ_21.0,employ_22.0,employ_23.0,employ_24.0,employ_25.0,employ_26.0,employ_27.0,employ_28.0,employ_29.0,employ_30.0,employ_31.0,employ_32.0,employ_33.0,employ_34.0,employ_35.0,employ_36.0,employ_37.0,employ_38.0,employ_39.0,employ_40.0,employ_41.0,employ_42.0,employ_43.0,employ_44.0,employ_45.0,employ_46.0,employ_47.0,employ_48.0,employ_49.0,employ_51.0,employ_52.0,empcat_2.0,empcat_3.0,empcat_4.0,empcat_5.0,retire_1.0,inccat_2.0,inccat_3.0,inccat_4.0,inccat_5.0,jobsat_2.0,jobsat_3.0,jobsat_4.0,jobsat_5.0,homeown_1.0,address_1.0,address_2.0,address_3.0,address_4.0,address_5.0,address_6.0,address_7.0,address_8.0,address_9.0,address_10.0,address_11.0,address_12.0,address_13.0,address_14.0,address_15.0,address_16.0,address_17.0,address_18.0,address_19.0,address_20.0,address_21.0,address_22.0,address_23.0,address_24.0,address_25.0,address_26.0,address_27.0,address_28.0,address_29.0,address_30.0,address_31.0,address_32.0,address_33.0,address_34.0,address_35.0,address_36.0,address_37.0,address_38.0,address_39.0,address_40.0,address_41.0,address_42.0,address_43.0,address_44.0,address_45.0,address_46.0,address_47.0,address_48.0,address_49.0,address_50.0,address_51.0,address_52.0,address_53.0,address_54.0,address_55.0,address_57.0,addresscat_2.0,addresscat_3.0,addresscat_4.0,addresscat_5.0,carown_0.0,carown_1.0,carcatvalue_1.0,carcatvalue_2.0,carcatvalue_3.0,vote_1.0,card_2.0,card_3.0,card_4.0,card_5.0,cardtenure_1.0,cardtenure_2.0,cardtenure_3.0,cardtenure_4.0,cardtenure_5.0,cardtenure_6.0,cardtenure_7.0,cardtenure_8.0,cardtenure_9.0,cardtenure_10.0,cardtenure_11.0,cardtenure_12.0,cardtenure_13.0,cardtenure_14.0,cardtenure_15.0,cardtenure_16.0,cardtenure_17.0,cardtenure_18.0,cardtenure_19.0,cardtenure_20.0,cardtenure_21.0,cardtenure_22.0,cardtenure_23.0,cardtenure_24.0,cardtenure_25.0,cardtenure_26.0,cardtenure_27.0,cardtenure_28.0,cardtenure_29.0,cardtenure_30.0,cardtenure_31.0,cardtenure_32.0,cardtenure_33.0,cardtenure_34.0,cardtenure_35.0,cardtenure_36.0,cardtenure_37.0,cardtenure_38.0,cardtenure_39.0,cardtenure_40.0,cardtenurecat_2.0,cardtenurecat_3.0,cardtenurecat_4.0,cardtenurecat_5.0,card2_2.0,card2_3.0,card2_4.0,card2_5.0,card2tenure_1.0,card2tenure_2.0,card2tenure_3.0,card2tenure_4.0,card2tenure_5.0,card2tenure_6.0,card2tenure_7.0,card2tenure_8.0,card2tenure_9.0,card2tenure_10.0,card2tenure_11.0,card2tenure_12.0,card2tenure_13.0,card2tenure_14.0,card2tenure_15.0,card2tenure_16.0,card2tenure_17.0,card2tenure_18.0,card2tenure_19.0,card2tenure_20.0,card2tenure_21.0,card2tenure_22.0,card2tenure_23.0,card2tenure_24.0,card2tenure_25.0,card2tenure_26.0,card2tenure_27.0,card2tenure_28.0,card2tenure_29.0,card2tenure_30.0,card2tenurecat_2.0,card2tenurecat_3.0,card2tenurecat_4.0,card2tenurecat_5.0,tollfree_1.0,wireless_1.0,internet_1.0,internet_2.0,internet_3.0,internet_4.0,callwait_1.0,confer_1.0,owntv_1.0,ownvcr_1.0,owndvd_1.0,owncd_1.0,ownpda_1.0,ownfax_1.0,pager_1.0,forward_1.0,callid_1.0,agecat_3.0,agecat_4.0,agecat_5.0,agecat_6.0,equip_1.0,multline_1.0,ownpc_1.0,response_03_1.0,region_2.0,region_3.0,region_4.0,region_5.0,news_1.0,spousedcat_1.0,spousedcat_2.0,spousedcat_3.0,spousedcat_4.0,spousedcat_5.0,commutebike_1.0,ownipod_1.0,voice_1.0,callcard_1.0,card2fee_1.0,ln_totalcreditspend
29.0,0.0,0.0,20.1,34.0,6.83,18.4,16.0,0.0,0.0,13.0,55.0,1.92,4.01,1.91,4.8,1.19,6.75,71.5,3.29,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,15.0,19.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.283586561860629
18.0,0.0,0.0,8.4,21.0,0.03,1.3,11.0,26.15,63.28,21.0,15.0,-0.445,2.71,1.21,3.17,-0.445,3.35,23.7,0.17,7.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4.163248540869312
36.0,0.0,0.0,16.3,36.0,1.09,15.9,15.0,0.0,0.0,25.0,32.0,0.09,3.47,2.16,5.29,1.38,8.7,76.4625,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.349793948288226
29.0,15.0,255.0,16.8,31.0,1.94,7.7,12.0,0.0,0.0,19.0,39.0,0.66,3.66,1.22,4.17,0.06,3.4,65.0,1.06,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,19.75,278.7875,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.634030386465742
77.0,18.0,527.3275000000001,9.9,29.0,0.37,12.0,9.0,0.0,0.0,20.0,19.0,0.0,2.94,3.32,7.45,0.65,27.6,527.3275000000001,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,64.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5.73905308873812
65.0,17.0,1045.0,19.0,34.0,1.48,7.5,10.0,0.0,0.0,26.0,31.0,0.39,3.43,3.15,7.33,0.0,23.3,1054.3925,0.84,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,65.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,6.961668014635914
19.0,0.0,0.0,7.6,29.0,0.37,6.0,14.0,0.0,0.0,15.0,24.0,-0.245,3.18,2.65,5.46,0.06,14.15,80.3875,1.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.245,15.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.399221698562981
54.0,0.0,0.0,33.5,34.0,0.45,7.5,19.0,27.8,352.6125,16.0,59.0,0.0,4.08,1.86,5.34,1.38,6.4,208.5,3.97,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,33.0,0.0,0.0,17.8,352.6125,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5.651084685655752
55.0,7.75,370.0,59.2,27.0,7.0,16.0,11.0,0.0,0.0,26.0,133.0,1.95,4.89,2.08,5.99,2.66,8.0,376.925,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,47.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.934695763234772
60.0,0.0,0.0,44.0,12.0,1.65,15.5,17.0,37.85,581.3575,21.0,85.0,0.5,4.44,2.16,5.67,2.44,8.7,290.05,11.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,32.9,581.3575,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,5.975360571359424
64.0,8.0,430.0,90.5,32.0,0.92,6.2,9.0,0.0,0.0,29.0,184.0,-0.02,5.21,2.36,6.34,2.35,10.55,526.155,10.48,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,-0.02,56.0,28.5,526.155,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6.239671374015861
47.0,29.25,875.375,85.4,23.0,2.72,8.9,16.0,0.0,0.0,22.0,185.0,1.0,5.22,1.89,5.24,2.62,6.65,188.9,13.75,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,13.0,31.0,29.5,850.5,52.65,875.375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,6.37248326231122
22.0,0.0,0.0,4.2,23.0,0.12,3.7,11.0,0.0,0.0,0.0,14.0,-0.9475,2.64,1.34,1.34,-0.93,3.8,3.8,0.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9475,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.1780538303479458
56.0,40.5,2292.0375,37.7,23.0,0.59,9.2,15.0,31.35,2238.35,18.0,51.0,-0.1325,3.93,3.47,7.81,1.41,32.1,2292.0375,4.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1325,72.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,5.722538803138645
63.0,20.75,673.215,18.3,25.0,1.25,13.4,19.0,35.0,673.215,18.0,45.0,0.23,3.81,2.17,5.95,1.56,8.8,385.6,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,40.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,6.474847029043816
79.0,0.0,0.0,21.0,17.0,0.73,7.7,11.0,0.0,0.0,21.0,46.0,-0.0775,3.83,1.72,5.31,1.03,5.6,109.9875,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0775,32.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.709417582358445
29.0,23.25,84.6875,11.5,28.0,0.16,3.0,12.0,0.0,0.0,19.0,21.0,-0.8125,3.04,1.41,3.83,-0.75,4.1,46.25,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8125,10.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.4507069573225335
